These two questions better not have the same answer!!
      0 100.00%: 
      1 5.89%:  These
     78 54.59%:  These questions have no answers that we
     79 16.91%:  These questions have no answers worth
     80 12.77%:  These questions have no answers that meet
     81 12.62%:  These questions have been on
     82 19.57%:  These questions have been on the
     83 12.40%:  These are questions we both
     84 26.20%:  These are questions we both have
     85 631.68%:  These are questions we both have to answer!!
     86 12.30%:  These questions have no answers at
     87 12.06%:  These questions are on
     88 11.85%:  These questions are never
     89 11.55%:  These questions are so rhet
     90 11.52%:  These questions have been there
     91 11.52%:  These questions are the
     92 42.22%:  These questions are the reason
     93 35.37%:  These questions are the worst
     94 21.31%:  These questions are the reason we
     95 64.78%:  These questions are the reason we have
     96 19.33%:  These questions are the reason we have to
     97 13.96%:  These questions are the worst!!
     98 13.58%:  These questions are the same answer
     99 11.40%:  These are questions that we both
    100 11.24%:  These are questions that answer
    101 10.84%:  These questions are the same!!
    102 10.55%:  These questions are not the same what
    103 10.31%:  These are questions worth
    104 10.30%:  These questions are better than that
    105 9.75%:  These questions are the reasons
    106 9.53%:  These are rhet
    107 9.44%:  These questions are better than the one
    108 9.29%:  These are questions that we have
    109 8.69%:  These are questions better than than
    110 8.55%:  These are questions that have better
    111 8.50%:  These questions are sort
    112 8.30%:  These questions have no answers that better
    113 8.29%:  These questions have no answer other
    114 8.12%:  These are questions that are not so
    115 8.07%:  These questions are the reasons we
    116 19.19%:  These questions are the reasons we have
    117 7.90%:  These questions have no answers we
    118 7.63%:  These questions are not the same sort
    119 7.42%:  These questions are not even the same breath
    120 7.32%:  These questions are not the reason
    121 7.28%:  These questions have no answers to
    122 20.95%:  These questions have no answers to them
    123 13.18%:  These questions have no answers to them!!
    124 7.26%:  These are questions better than the
    125 20.46%:  These are questions better than the one
    126 14.50%:  These are questions better than the ones
    127 7.19%:  These are questions that someone
    128 7.19%:  These questions have no answers at the
    129 7.18%:  These questions are the reasons we have to
    130 7.17%:  These questions are better than that one
    131 7.13%:  These are questions that even
    132 6.94%:  These questions are the reason that
    133 6.92%:  These are two
    134 11.08%:  These are two questions
    135 165.33%:  These are two questions that are
    136 58.98%:  These are two questions that are not
    137 41.96%:  These are two questions that have
    138 68.29%:  These are two questions that have been
    139 41.61%:  These are two questions that are both
    140 41.33%:  These are two questions that have been on
    141 33.49%:  These are two questions that are not even
    142 27.40%:  These are two questions that are not the
    143 19.06%:  These are two questions that are not even the
    144 14.24%:  These are two questions that have no
    145 13.74%:  These are two questions that share
    146 11.16%:  These are two questions that are best
    147 8.09%:  These are two questions that are so
    148 7.20%:  These are two questions that answer
    149 6.83%:  These are questions that someone better
    150 6.76%:  These questions are more
    151 8.25%:  These questions are more than
    152 6.72%:  These are two questions that were
    153 32.93%:  These are two questions that were meant
    154 12.26%:  These are two questions that were not
    155 6.52%:  These questions have answers that we
    156 6.50%:  These are questions that have been tor
    157 6.47%:  These are questions we have to answer on the
    158 6.46%:  These questions are the reason we have two
    159 6.38%:  These questions are the same one
    160 6.25%:  These questions are better when
    161 6.21%:  These are questions we both want
    162 8.30%:  These are questions we both want to have
    163 7.10%:  These are questions we both want to hear
    164 6.19%:  These are questions we answer
    165 6.19%:  These questions are what
    166 6.09%:  These questions are not even the same sort
    167 6.09%:  These are questions that are the
    168 6.08%:  These are two questions that aren
    169 6.02%:  These are questions between
    170 6.00%:  These are the
    171 116.72%:  These are the questions
    172 281.57%:  These are the questions that
    173 3025.94%:  These are the questions that matter
    174 1728.97%:  These are the questions that matter!!
    175 267.57%:  These are the questions that are
    176 75.33%:  These are the questions that are most
    177 73.68%:  These are the questions that matter now
    178 69.55%:  These are the questions we
    179 77.60%:  These are the questions we have
    180 2001.19%:  These are the questions we have to answer
    181 465.02%:  These are the questions we have to answer!!
    182 314.07%:  These are the questions we have to answer to
    183 160.23%:  These are the questions we have to answer one
    184 65.12%:  These are the questions we have to answer to be
    185 39.94%:  These are the questions we have to answer som
    186 33.64%:  These are the questions that are on
    187 32.90%:  These are the questions that are most on
    188 32.28%:  These are the questions we have to answer some
    189 30.02%:  These are the questions we have to answer on
    190 27.86%:  These are the questions that never
    191 24.54%:  These are the questions that matter now!!
    192 23.04%:  These are the questions that matters
    193 17.20%:  These are the questions that matters!!
    194 15.33%:  These are the questions that are best
    195 14.06%:  These are the questions that someone
    196 13.40%:  These are the questions we want
    197 25.31%:  These are the questions we want to have
    198 22.18%:  These are the questions we want to be
    199 22.10%:  These are the questions we want to hear
    200 12.92%:  These are the questions we have to start
    201 12.15%:  These are the questions worth
    202 12.06%:  These are the questions that we
    203 9.70%:  These are the questions we have to be
    204 9.29%:  These are the questions we answer
    205 8.17%:  These are the questions that were
    206 85.59%:  These are the questions that were meant
    207 12.49%:  These are the questions that were meant to be on
    208 8.11%:  These are the questions that are too
    209 7.91%:  These are the same
    210 288.66%:  These are the same questions!!
    211 52.95%:  These are the same issues
    212 51.23%:  These are the same question
    213 43.11%:  These are the same issues!!
    214 42.16%:  These are the same question!!
    215 22.97%:  These are the same questions that
    216 13.87%:  These are the same questions that were
    217 13.06%:  These are the same questions we
    218 10.07%:  These are the same questions we were
    219 22.11%:  These are the same questions we were both
    220 8.53%:  These are the same questions here
    221 7.96%:  These are the same questions we both
    222 7.30%:  These are the questions that are between
    223 7.29%:  These are the same questions here!!
    224 6.92%:  These are the questions that matter on
    225 6.86%:  These are the questions the
    226 7.47%:  These are the questions the answers
    227 6.75%:  These are the questions that answer
    228 6.73%:  These are the same questions that were on
    229 6.48%:  These are the same universe
    230 6.25%:  These are the questions that tear
    231 6.20%:  These are the questions that set
    232 6.05%:  These are the questions one
    233 5.97%:  These are questions that are not to
    234 5.93%:  These questions are better than those!!
    235 5.91%:  These questions have no answers here
    236 5.86%:  These are questions that we both want
    237 5.79%:  These questions are better than the ones we
    238 5.75%:  These are questions both
    239 5.75%:  These questions are two
    240 5.69%:  These are two questions that both
    241 7.05%:  These are two questions that both answer
    242 5.63%:  These questions are not answers
    243 5.63%:  These are questions that never
    244 5.54%:  These are questions that were not
    245 5.49%:  These are questions that better
    246 5.48%:  These are the questions we have answers
    247 5.48%:  These questions are on me
    248 5.47%:  These questions are not the same as
    249 5.43%:  These questions have the
    250 1812.05%:  These questions have the same answer!!
    251 16.01%:  These questions have the same answer to
    252 15.23%:  These questions have the same answer too
    253 10.29%:  These questions have the same root
    254 37.04%:  These questions have the same root answer
    255 24.32%:  These questions have the same root answer!!
    256 8.93%:  These questions have the same answer now
    257 7.88%:  These questions have the same answer too!!
    258 6.76%:  These questions have the same answer on
    259 5.45%:  These questions have the same answer no
    260 5.42%:  These are questions that are months
    261 5.39%:  These are questions that were not meant to be!!
    262 5.36%:  These are two questions that are best not
    263 5.36%:  These are questions we have to answer some
    264 5.34%:  These are questions that are so
    265 5.34%:  These are questions that bothers
    266 5.33%:  These questions are the same reason
    267 5.33%:  These are questions to
    268 5.51%:  These are questions to answer
    269 5.30%:  These questions are the reason we have to be
    270 5.30%:  These are questions that have more
    271 5.29%:  These questions are one
    272 5.18%:  These questions are not as
    273 5.14%:  These are the questions that someone better
    274 5.13%:  These are the questions that set me
    275 5.11%:  These are questions that have been st
    276 5.06%:  These questions are the reason the
    277 5.01%:  These questions are not at
    278 4.96%:  These are the questions we have to answer so
    279 4.96%:  These are questions that were best
    280 4.94%:  These questions are not even that
    281 4.90%:  These questions have no answers that were
    282 4.89%:  These questions are the same answer!!
    283 4.88%:  These questions have been the
    284 4.86%:  These questions are not as rhet
    285 4.78%:  These are two questions that have to
    286 4.72%:  These questions are not the best
    287 4.70%:  These questions are not rhet
    288 4.67%:  These are questions whose
    289 15.03%:  These are questions whose answer
    290 4.64%:  These questions are on the
    291 4.61%:  These are the worst
    292 569.40%:  These are the worst questions
    293 455.59%:  These are the worst questions to
    294 176.83%:  These are the worst questions to be
    295 122.17%:  These are the worst questions to have
    296 90.84%:  These are the worst questions we
    297 69.58%:  These are the worst questions that
    298 68.97%:  These are the worst questions we have
    299 47.06%:  These are the worst questions between
    300 32.87%:  These are the worst questions!!
    301 25.20%:  These are the worst questions both
    302 20.40%:  These are the worst questions on
    303 19.44%:  These are the worst questions we have!!
    304 17.17%:  These are the worst questions to have between
    305 16.02%:  These are the worst questions to have at
    306 14.56%:  These are the worst questions we both
    307 12.18%:  These are the worst questions on the same
    308 11.14%:  These are the worst questions to have been
    309 10.55%:  These are the worst questions that we
    310 9.05%:  These are the worst questions when
    311 8.81%:  These are the worst questions between the
    312 8.47%:  These are the worst questions on the best
    313 7.41%:  These are the worst questions one
    314 6.98%:  These are the worst questions to have!!
    315 4.97%:  These are the worst questions these
    316 4.90%:  These are the worst questions to even
    317 4.67%:  These are the worst questions the
    318 13.09%:  These are the worst questions the two
    319 4.61%:  These are questions that no
    320 4.59%:  These questions have the same answer now!!
    321 4.57%:  These questions have no answers to be
    322 4.57%:  These are the questions we never
    323 21.22%:  These are the questions we never want to be
    324 4.55%:  These questions are a
    325 14.37%:  These questions are a two
    326 4.55%:  These are the questions that won
    327 4.50%:  These are questions we both have answers
    328 4.49%:  These are the issues
    329 7.45%:  These are the issues that
    330 49.08%:  These are the issues that matter
    331 27.02%:  These are the issues that matter!!
    332 13.66%:  These are the issues that matter to
    333 4.47%:  These questions are not the reason we
    334 4.44%:  These questions are the same as
    335 5.57%:  These questions are the same as the
    336 4.44%:  These are the worst questions we have to be
    337 4.43%:  These are the questions the answer
    338 4.33%:  These are questions that were meant to be sent
    339 4.26%:  These are the same questions these
    340 4.26%:  These questions are not as awesome
    341 4.25%:  These are the questions that were meant to be!!
    342 4.24%:  These are questions that no one
    343 4.20%:  These questions are not the same as the
    344 4.19%:  These are the questions someone
    345 4.17%:  These are questions that no one has
    346 4.77%:  These are questions that no one has ever
    347 4.14%:  These are questions that bother me even
    348 4.14%:  These questions are some
    349 4.13%:  These are the questions we were
    350 4.11%:  These questions are not even worth the
    351 6.53%:  These questions are not even worth the same
    352 4.03%:  These are two questions that were not even
    353 4.02%:  These are the questions we want to hear!!
    354 4.01%:  These are the questions that one
    355 4.00%:  These are the questions we have now
    356 3.97%:  These are the questions we both
    357 3.97%:  These questions have been the reason
    358 3.96%:  These are the questions that never seem
    359 3.95%:  These are questions that have been more
    360 3.93%:  These are the questions that eat
    361 3.91%:  These are the questions we both want
    362 3.90%:  These are the questions we have answers to
    363 3.90%:  These are the questions that start
    364 3.89%:  These are questions that someone has
    365 3.84%:  These are questions that have been stew
    366 3.84%:  These are the questions that most
    367 3.83%:  These are questions that both answer
    368 3.82%:  These questions are somehow
    369 3.81%:  These are the worst questions between me
    370 3.81%:  These questions are better than that!!
    371 3.79%:  These are questions we have to be
    372 3.79%:  These questions are the same as ever
    373 3.76%:  These questions are not answer
    374 3.76%:  These questions are somehow never
    375 3.63%:  These are questions we want
    376 11.89%:  These are questions we want to have
    377 4.95%:  These are questions we want to have the
    378 4.55%:  These are questions we want to be
    379 4.42%:  These are questions we want to hear
    380 3.61%:  These questions are not one
    381 3.61%:  These questions are the same whenever
    382 3.61%:  These questions have to
    383 3.55%:  These questions are not the reason we have
    384 3.54%:  These are not
    385 22.20%:  These are not questions
    386 27.41%:  These are not questions that
    387 82.98%:  These are not questions that are
    388 35.74%:  These are not questions that are even
    389 10.52%:  These are not questions that were
    390 8.67%:  These are not questions that have
    391 6.90%:  These are not questions that were meant to be sw
    392 6.47%:  These are not questions that have been
    393 6.46%:  These are not questions to
    394 5.82%:  These are not questions meant
    395 5.55%:  These are not questions to answer
    396 4.56%:  These are not rhet
    397 4.25%:  These are not questions we
    398 5.89%:  These are not questions we want
    399 26.09%:  These are not questions we want to hear
    400 8.65%:  These are not questions we want to have
    401 4.67%:  These are not questions we want to have the
    402 3.54%:  These are not questions that are the
    403 3.53%:  These are questions we both have answers to!!
    404 3.53%:  These are questions one
    405 3.52%:  These are questions we want to hear the
    406 3.51%:  These are not questions that are on
    407 3.50%:  These are the same questions we both answer
    408 3.48%:  These are the questions we have to answers
    409 3.46%:  These questions are worse
    410 95.97%:  These questions are worse than the
    411 51.61%:  These questions are worse than those
    412 16.42%:  These questions are worse than these
    413 11.72%:  These questions are worse than that
    414 21.61%:  These questions are worse than that one
    415 21.58%:  These questions are worse than that one!!
    416 9.80%:  These questions are worse than the ones
    417 9.18%:  These questions are worse than those!!
    418 7.19%:  These questions are worse than one
    419 6.72%:  These questions are worse than that!!
    420 3.55%:  These questions are worse than the same
    421 3.44%:  These are two questions that never
    422 3.44%:  These are two questions that have one
    423 3.44%:  These are questions that have been mess
    424 3.44%:  These are questions that bother me on
    425 3.41%:  These questions have no answers here at
    426 3.41%:  These questions are the reason we both
    427 3.40%:  These are questions that we have been
    428 3.38%:  These questions have no answers better
    429 3.34%:  These questions are not that awesome
    430 3.32%:  These are the questions that we answer
    431 3.30%:  These are the same questions over
    432 3.30%:  These questions are better than most
    433 3.27%:  These are questions we have been
    434 3.23%:  These are questions that have been r
    435 3.23%:  These are questions that someone better have
    436 3.22%:  These questions are meant
    437 53.02%:  These questions are meant to be rhet
    438 3.21%:  These questions are not the same one
    439 3.15%:  These are questions we have no
    440 9.17%:  These are questions we have no answers
    441 13.38%:  These are questions we have no answers to!!
    442 6.65%:  These are questions we have no answer
    443 8.89%:  These are questions we have no answer to!!
    444 3.15%:  These questions are never meant
    445 3.12%:  These are the questions that are best not
    446 3.12%:  These questions are the reason that we
    447 3.12%:  These questions are the worst when
    448 3.10%:  These are not even
    449 29.47%:  These are not even questions
    450 39.05%:  These are not even questions worth
    451 32.78%:  These are not even questions that
    452 91.29%:  These are not even questions that are
    453 11.65%:  These are not even questions that are the
    454 8.30%:  These are not even questions that were
    455 7.91%:  These are not even questions!!
    456 4.78%:  These are not even questions that matter
    457 4.39%:  These are not even questions to
    458 3.96%:  These are not even questions where
    459 3.10%:  These are the questions someone has
    460 3.09%:  These questions are never the
    461 28.53%:  These questions are never the same!!
    462 3.06%:  These are questions where
    463 8.43%:  These are questions where the
    464 3.05%:  These are the questions that are so
    465 3.04%:  These are questions that we answer
    466 3.03%:  These are the same questions we both want
    467 3.01%:  These questions are the same one!!
    468 2.99%:  These are questions that one
    469 2.98%:  These questions are worse than the best
    470 2.97%:  These are the questions that are not
    471 2.96%:  These are the worst questions two
    472 2.95%:  These are not the
    473 3846.02%:  These are not the same questions
    474 2748.87%:  These are not the same questions!!
    475 2537.05%:  These are not the same questions at
    476 511.72%:  These are not the same question
    477 382.88%:  These are not the same question!!
    478 271.98%:  These are not the same question at
    479 185.79%:  These are not the same questions here
    480 60.17%:  These are not the same issues
    481 59.25%:  These are not the questions
    482 45.03%:  These are not the same issues!!
    483 38.69%:  These are not the same questions that
    484 129.92%:  These are not the same questions that were
    485 37.71%:  These are not the same questions what
    486 34.73%:  These are not the same issue
    487 30.06%:  These are not the questions we
    488 60.90%:  These are not the questions we want
    489 329.67%:  These are not the questions we want to hear
    490 75.65%:  These are not the questions we want to hear!!
    491 60.18%:  These are not the questions we want to have
    492 29.51%:  These are not the same issues at
    493 28.57%:  These are not the same questions that were on
    494 28.35%:  These are not the same issue!!
    495 25.37%:  These are not the questions that
    496 26.48%:  These are not the questions that were
    497 73.48%:  These are not the questions that were meant
    498 23.00%:  These are not the questions we were
    499 19.88%:  These are not the same issue at
    500 18.03%:  These are not the questions that were on
    501 16.21%:  These are not the same questions we
    502 28.24%:  These are not the same questions we were
    503 15.17%:  These are not the same questions to
    504 31.54%:  These are not the same questions to answer
    505 31.55%:  These are not the same questions to answer!!
    506 14.22%:  These are not the same questions that we
    507 21.89%:  These are not the same questions that we were
    508 13.58%:  These are not the same questions here at
    509 12.68%:  These are not the questions that are
    510 10.91%:  These are not the same question here
    511 8.71%:  These are not the same questions at the
    512 8.22%:  These are not the same issues here
    513 8.02%:  These are not the same questions to be
    514 7.54%:  These are not the same questions we were both
    515 7.31%:  These are not the same questions on
    516 6.87%:  These are not the same issues here!!
    517 6.68%:  These are not the same question what
    518 5.59%:  These are not the questions we want to have!!
    519 5.51%:  These are not the same questions we want
    520 5.40%:  These are not the questions we answer
    521 5.07%:  These are not the same universe
    522 4.87%:  These are not the questions to
    523 10.05%:  These are not the questions to answer
    524 4.70%:  These are not the questions that are most
    525 4.62%:  These are not the questions we were sent
    526 4.45%:  These are not the same questions or
    527 4.41%:  These are not the same sorts
    528 3.92%:  These are not the questions that we
    529 8.79%:  These are not the questions that we want
    530 3.48%:  These are not the same questions over
    531 3.35%:  These are not the same questions even
    532 3.25%:  These are not the same issue here
    533 3.20%:  These are not the questions that are on
    534 3.05%:  These are not the questions we have
    535 25.83%:  These are not the questions we have to answer!!
    536 4.69%:  These are not the questions we have to be
    537 2.99%:  These are not the same questions we are
    538 2.99%:  These are not the same questions we have
    539 2.95%:  These are not questions where
    540 2.95%:  These are not the same question at the
    541 2.94%:  These are the same questions both
    542 2.93%:  These are questions between me
    543 2.93%:  These are questions even
    544 2.92%:  These are the issues that are
    545 2.92%:  These questions are the same as ever!!
    546 2.91%:  These are questions that are best when
    547 5.70%:  These are questions that are best when not
    548 2.90%:  These are the questions we want to see
    549 2.90%:  These questions are not even that awesome
    550 2.90%:  These are questions that are one
    551 2.90%:  These are questions better than that
    552 2.88%:  These are questions that were meant to not
    553 2.88%:  These are the questions we have to answer not
    554 2.87%:  These are questions that are two
    555 2.87%:  These questions are the reasons we have to be
    556 2.85%:  These questions have no answers other
    557 2.85%:  These questions are the reason these
    558 2.84%:  These are questions that are not the
    559 2.84%:  These are the questions we have to answer most
    560 2.82%:  These are not the same question answers
    561 2.81%:  These are two questions that have not
    562 9.05%:  These are two questions that have not been
    563 2.81%:  These are not even questions that bother
    564 6.64%:  These are not even questions that bother me!!
    565 2.81%:  These are questions that have no more
    566 2.80%:  These are the questions that tear me
    567 2.80%:  These questions are not new
    568 2.78%:  These are not the questions that we were
    569 2.74%:  These questions are not the same on
    570 2.74%:  These are questions that were meant to be one
    571 2.73%:  These questions are the reason these two
    572 2.73%:  These are not questions we want the
    573 7.17%:  These are not questions we want the same
    574 2.72%:  These are not the same issue here!!
    575 2.72%:  These are questions that no matter
    576 2.72%:  These are two questions that we
    577 2.71%:  These are the same issues that
    578 2.71%:  These questions are better than these ones
    579 2.70%:  These are the worst two
    580 60.13%:  These are the worst two questions that
    581 9.40%:  These are the worst two questions a
    582 6.70%:  These are the worst two questions the
    583 6.15%:  These are the worst two questions!!
    584 4.39%:  These are the worst two questions the same
    585 2.69%:  These are the issues that are most
    586 2.68%:  These questions have answers!!
    587 2.67%:  These questions are more than two
    588 2.66%:  These questions have no answer at
    589 5.71%:  These questions have no answer at the
    590 18.21%:  These questions have no answer at the best
    591 2.64%:  These are questions that won
    592 2.64%:  These are not the questions to answer!!
    593 2.63%:  These are questions we were
    594 7.18%:  These are questions we were meant
    595 42.02%:  These are questions we were meant to have
    596 7.30%:  These are questions we were meant to be
    597 2.88%:  These are questions we were meant to have!!
    598 2.62%:  These questions are not the same one at
    599 2.62%:  These questions are worse than awesome
    600 2.62%:  These questions are not worth
    601 2.59%:  These questions are worse than a
    602 2.57%:  These are not questions that we
    603 3.74%:  These are not questions that we want
    604 2.57%:  These questions are nowhere
    605 2.57%:  These are questions better than that one
    606 2.57%:  These are not the same questions even!!
    607 2.56%:  These are the questions we are
    608 2.56%:  These questions are better than what
    609 2.56%:  These are the worst two questions these
    610 2.55%:  These questions have no answer that meets
    611 2.55%:  These questions are no
    612 3.71%:  These questions are no more
    613 3.17%:  These questions are no more than
    614 2.55%:  These are not the same questions answer
    615 2.55%:  These issues
    616 4.65%:  These issues are not
    617 2.92%:  These issues are not even
    618 2.54%:  These are not the same questions when
    619 2.53%:  These are the issues we
    620 4.95%:  These are the issues we have
    621 2.53%:  These questions are even
    622 423.96%:  These questions are even worse than those
    623 221.42%:  These questions are even worse than these
    624 38.98%:  These questions are even worse than that
    625 16.53%:  These questions are even worse than that!!
    626 16.28%:  These questions are even worse when
    627 7.20%:  These questions are even more
    628 6.78%:  These questions are even worse than the best
    629 5.10%:  These questions are even worse than those!!
    630 3.65%:  These questions are even worse than the most
    631 2.91%:  These questions are even worse than what
    632 2.52%:  These are questions that bother me at
    633 2.52%:  These are the questions that are mess
    634 2.52%:  These questions have no answer that we
    635 2.51%:  These are questions that have been etern
    636 2.51%:  These are not even questions that bother me at
    637 2.51%:  These are not questions worth
    638 2.49%:  These are questions that the
    639 4.81%:  These are questions that the answers
    640 2.49%:  These are the same questions these two
    641 5.43%:  These are the same questions these two are
    642 2.47%:  These are not even the
    643 5152.87%:  These are not even the same questions!!
    644 728.20%:  These are not even the same questions at
    645 169.05%:  These are not even the same question
    646 145.90%:  These are not even the same issues
    647 130.74%:  These are not even the same question!!
    648 109.79%:  These are not even the same issues!!
    649 98.31%:  These are not even the same questions that
    650 49.56%:  These are not even the same questions that we
    651 35.80%:  These are not even the same questions we
    652 28.51%:  These are not even the same issues at
    653 25.57%:  These are not even the same questions to
    654 24.42%:  These are not even the questions
    655 22.25%:  These are not even the same question at
    656 18.86%:  These are not even the same questions at the
    657 17.27%:  These are not even the same questions what
    658 16.22%:  These are not even the questions that
    659 22.74%:  These are not even the questions that were
    660 14.51%:  These are not even the same questions to be
    661 14.47%:  These are not even the same issue
    662 12.32%:  These are not even the questions that are
    663 17.67%:  These are not even the questions that are most
    664 11.00%:  These are not even the same issue!!
    665 10.92%:  These are not even the questions that were most
    666 9.84%:  These are not even the questions we
    667 8.36%:  These are not even the same questions to start
    668 7.49%:  These are not even the same questions or
    669 7.29%:  These are not even the same issues we
    670 6.74%:  These are not even the same issues that
    671 6.27%:  These are not even the same issues that we
    672 5.75%:  These are not even the worst
    673 231.43%:  These are not even the worst questions
    674 142.33%:  These are not even the worst questions we
    675 55.27%:  These are not even the worst questions that
    676 40.79%:  These are not even the worst questions!!
    677 23.24%:  These are not even the worst questions these
    678 10.90%:  These are not even the worst questions that we
    679 4.90%:  These are not even the same questions so
    680 4.57%:  These are not even the same sorts
    681 4.54%:  These are not even the worst questions the
    682 4.19%:  These are not even the worst questions at
    683 10.44%:  These are not even the worst questions at the
    684 16.25%:  These are not even the worst questions at the same
    685 4.18%:  These are not even the same issue at
    686 4.05%:  These are not even the same issues at the
    687 4.48%:  These are not even the same issues at the root
    688 3.42%:  These are not even the same issues on
    689 3.09%:  These are not even the same questions as
    690 3.03%:  These are not even the worst ones
    691 2.72%:  These are not even the same questions or the
    692 2.70%:  These are not even the same questions we both
    693 2.47%:  These questions have no reason
    694 2.47%:  These are not questions that were meant to be!!
    695 2.46%:  These are the questions one has
    696 32.93%:  These are the questions one has to answer
    697 3.12%:  These are the questions one has to answer!!
    698 2.46%:  These questions are not the same on the
    699 2.46%:  These are the worst questions at
    700 16.67%:  These are the worst questions at the best
    701 8.06%:  These are the worst questions at the same
    702 2.45%:  These are the questions that never seem to want
    703 2.44%:  These are not questions one
    704 2.43%:  These are questions that we have no
    705 2.43%:  These questions are mess
    706 2.43%:  These are questions that are not on
    707 2.42%:  These questions are as
    708 2.42%:  These questions are bother
    709 2.41%:  These questions are the reasons that
    710 2.41%:  These questions have no answer worth
    711 2.40%:  These are the questions that never want
    712 2.40%:  These are the questions that a
    713 2.40%:  These are not even questions that are both
    714 2.39%:  These are questions more
    715 2.38%:  These questions are never not
    716 2.37%:  These are questions that were meant to be the
    717 2.37%:  These are questions that have no better
    718 2.37%:  These are not the same question that
    719 2.36%:  These are questions that are on
    720 6.59%:  These are questions that are on the
    721 2.35%:  These are questions that even the
    722 3.95%:  These are questions that even the most
    723 2.35%:  These are the questions where
    724 2.33%:  These are questions that are best not even
    725 2.33%:  These are not the questions we want to be here
    726 2.32%:  These are the questions that tor
    727 2.32%:  These questions have been a
    728 2.31%:  These are questions that the answer
    729 3.26%:  These are questions that the answer to one
    730 2.30%:  These are the worst two questions at
    731 2.30%:  These are not the questions here
    732 2.30%:  These are questions one answers
    733 2.29%:  These are two questions that share some
    734 2.29%:  These are questions better than those
    735 2.29%:  These are the questions between
    736 2.29%:  These are not the questions we were sent to
    737 2.28%:  These questions are meant to be one
    738 2.28%:  These questions are even better
    739 6.66%:  These questions are even better than those
    740 6.51%:  These questions are even better when
    741 2.23%:  These questions are not even that awesome!!
    742 2.23%:  These are two questions that are the
    743 2.21%:  These are questions better than most
    744 2.21%:  These questions are not answers!!
    745 2.21%:  These issues have
    746 6.35%:  These issues have been
    747 2.21%:  These are questions we have no reason
    748 2.21%:  These questions are even worse when the
    749 2.18%:  These are the questions that ve
    750 2.18%:  These are questions that were meant to be honest
    751 2.18%:  These are the worst questions a
    752 2.18%:  These are questions better than that!!
    753 2.17%:  These questions are not the same answer to
    754 2.17%:  These questions are not on
    755 2.57%:  These questions are not on the same street
    756 2.16%:  These questions are more than one
    757 2.15%:  These questions are even worse than the two
    758 2.14%:  These are the worst questions to even be
    759 2.13%:  These questions are not even the same what
    760 2.13%:  These are questions that bear
    761 2.11%:  These are both
    762 51.25%:  These are both questions
    763 109.90%:  These are both questions that
    764 55.62%:  These are both questions that are
    765 26.14%:  These are both questions that were
    766 22.69%:  These are both questions that were meant
    767 21.62%:  These are both questions that are not
    768 13.74%:  These are both questions we
    769 10.48%:  These are both questions that we
