the blood keeps coming out, can you call my mom real quick??
0.69%: , do you think maybe
0.48%: , do you think my
0.38%: , do you think your
0.37%: , maybe you could suck the
0.37%: , could you turn
0.37%: , maybe you could help me roll
0.37%: , could you reach
0.47%: , could you reach back
0.37%: , could you help me talk
0.37%: , use your hand to poke
0.37%: , can you lick my mouth so
0.36%: , maybe you could come help
0.41%: , maybe you could come help me out
0.38%: , maybe you could come help me lick
0.36%: , could you call me an
0.36%: , can you lick my mouth too
0.36%: , could you come lick
3.13%: , could you come lick my mouth
4.69%: , could you come lick my mouth real
0.36%: , could you come back here
0.36%: , could you maybe help me look
0.36%: , could you check my pants
0.36%: , your lips look
0.35%: , could you look
2.87%: , could you look at my mouth
4.73%: , could you look at my mouth real
0.35%: , you suck
0.35%: , maybe you could suck that
0.35%: , could you tell me about my
0.35%: , could you lick your
0.35%: , could you help me cut
0.35%: , could you call the
0.34%: , could you touch my lips
0.34%: , could you help me take care
0.34%: , can you lick the
1.20%: , can you lick the blood
1.45%: , can you lick the blood out
0.34%: , come lick my mouth so
0.34%: , use your mouth to lick me
0.34%: , could you lick my mouth to see
0.34%: , let me lick you all
0.33%: , can you help me suck blood
0.33%: , let me lick your mouth open
0.33%: , is your mouth open
0.33%: , maybe you could help me count
0.33%: , could you help me look in
0.33%: , maybe you could come to
0.33%: , look at my mouth real close
0.33%: , can you come lick my mouth later
0.33%: , can you pull
0.33%: , can you come back here
0.33%: , come lick my mouth and you
0.33%: , the
0.32%: , are you coming home
0.32%: , come here
0.53%: , come here and lick
0.47%: , come here quick
0.32%: , could you maybe touch
0.32%: , could you use that
0.32%: , let me suck on you
0.32%: , could you help me out a
0.32%: , come back to my place later so
0.32%: , use your mouth to make a
0.32%: , could you push
0.32%: , can you come back to my mouth real
0.32%: , could you lick my mouth open real
0.32%: , you can check out my oral
0.32%: , could you check my brain
0.32%: , is there blood coming out??
0.32%: , you can suck
0.48%: , you can suck my mouth
0.32%: , use your mouth to make my
0.32%: , could you help me roll
0.31%: , could you close
0.31%: , could you maybe take
0.31%: , can you check my oral
0.31%: , come back to my house and let me pull
0.69%: , come back to my house and let me pull your
0.31%: , come here quick and
0.31%: , you can lick my mouth all
0.31%: , could you help me back
0.33%: , could you help me back to my room
0.31%: , can you help me take
0.39%: , can you help me take out
0.30%: , use your thumb to clean my
0.30%: , maybe you could help me look in
0.30%: , can you call
0.61%: , can you call me back
0.30%: , can you come help
0.51%: , can you come help me look
0.46%: , can you come help me out
0.32%: , can you come help me lick
0.42%: , can you come help me lick my blood
0.35%: , can you come help me lick blood
0.47%: , can you come help me lick blood out
0.30%: , are you coming to
0.30%: , could you rub
0.30%: , can you touch your
0.30%: , maybe you could help me close
0.30%: , can you put
0.30%: , could you check me
0.99%: , could you check me out real
0.30%: , could you pull that
0.30%: , could you check my pants real
0.30%: , can you lick your
0.29%: , you must
0.29%: , is there blood coming up
0.29%:  you look real
0.29%: , could you come help
0.55%: , could you come help me out
0.29%: , could you reach back into
0.29%: , could you maybe not touch
0.29%: , come back to my place to
0.29%: , can you check my pulse to
0.29%: , can you lick the blood coming
0.29%: , could you open
0.29%: , could you help me make my
0.29%: , could you make sure the
0.29%: , could you touch my lips real
0.29%: , maybe you could help out
0.29%: , could you make my
1.10%: , could you make my mouth
0.46%: , could you make my mouth stop
0.29%: , maybe you could help me cut
0.28%: , could you stop
0.28%: , maybe you could help me make out
0.28%: , could you be
0.72%: , could you be more
0.28%: , maybe you could suck on that
0.28%:  you make
0.28%: , maybe you could spit
0.28%: , can you suck my blood
0.28%: , could you maybe look
0.28%: , can you lick your mouth
0.28%: , you don
0.28%: , maybe you could suck it
0.28%: , use your teeth
0.28%: , can you help me close
0.27%: , could you maybe use
0.27%: , maybe you could pick
0.27%: , is there blood coming out my neck
0.27%: , come back to my house and let me pull you
0.27%: , could you check my pulse to
0.27%: , maybe you could look
0.27%: , could you pull the
0.27%: , can you come help me lick my blood out
0.27%: , maybe you could stop
0.27%: , use your mouth to make me
0.27%: , you can use
0.27%: , can you touch my lips
0.27%: , let me touch
1.40%: , let me touch your lips
0.27%: , is your mouth coming
0.27%: , could you check my ears
0.27%: , you look cute
0.26%: , maybe you could help me to
0.26%: , maybe you could keep
0.26%: , could you pick
0.32%: , could you pick me
0.26%: , can you come back to my house real
0.26%: , could you maybe make
0.26%:  you look real cute
0.26%:  you could use
0.26%: , use your mouth to lick me all
0.26%: , could you tell me more about my
0.26%: , look at your
0.89%: , look at your mouth
0.26%: , could you take care
0.26%: , could you check out my lips
0.49%: , could you check out my lips real
0.26%: , you could help
1.42%: , you could help me out
0.31%: , you could help me out real
0.26%: , could you help me suck my
0.26%: , could you make my lips
0.26%: , could you help me back to my car
0.26%: , could you make some
0.26%: , you could call
0.26%: , let me lick you up
0.26%: , your mouth is made
0.26%: , can you take
0.35%: , can you take me home
0.26%: , could you maybe help me suck
0.25%: , are you coming back to my place to chill
0.25%: , can you come lick the
0.98%: , can you come lick the blood
0.95%: , can you come lick the blood out
0.25%: , you could lick
0.80%: , you could lick my mouth
0.37%: , you could lick my mouth real
0.31%: , you could lick my mouth clean
0.25%: , could you maybe check out
0.25%: , use your mouth to lick all
0.25%: , let me suck you
0.25%: , could you stick
0.25%: , maybe you could put some cream
0.25%: , can you help me make
0.25%: , can you help me suck out my
0.45%: , can you help me suck out my blood
0.25%: , could you run
0.25%: , let me touch you
0.25%: , can you pull your
0.25%: , your mouth is my
0.24%: , use your mouth to open
0.24%: , come back to my place and let your
0.24%: , could you not
0.24%: , could you come here
0.24%:  my
0.67%:  my mouth
0.24%: , could you take my mouth
0.24%: , can you suck my mouth real
0.24%: , come back to my place and let me roll
0.28%: , come back to my place and let me roll you
0.24%: , let me lick you all up
0.24%: , let me check
3.35%: , let me check your pulse
0.41%: , let me check your blood
0.38%: , let me check your lips
0.26%: , let me check your pulse and
0.24%: , check your pants
0.24%: , you can call
0.24%: , maybe you could help me out too
0.24%: , can you put some
0.29%: , can you put some more
0.24%: , could you maybe check to
0.24%: , are you coming back to mine
0.24%: , could you put some cream
0.24%: , you make my
1.94%: , you make my mouth
0.46%: , you make my mouth all
0.24%: , could you maybe suck
0.24%: , come back to my place later on
0.24%:  your mouth makes
0.24%: , could you like
0.24%: , come check
0.72%: , come check out my oral
0.67%: , come check out my lips
0.27%: , come check out my lips real
0.24%: , can you pull out
0.24%: , you could make
0.23%: , could you maybe pull
0.23%: , use your hand to block
0.23%: , can you come to
0.23%: , could you maybe not touch me
0.23%: , can you help me back
0.65%: , can you help me back to my room
0.23%: , maybe you could talk
0.23%: , can you help me talk
0.23%: , come lick me
0.23%: , your mouth makes my
0.23%: , let me check your pulse to
0.23%: , could you lick my mouth so
0.23%: , maybe you could help me turn
0.23%: , use your mouth to keep
0.23%: , can you help me out real
0.77%: , can you help me out real quick by
0.75%: , can you help me out real quick??
0.23%: , could you spit
0.23%: , you can lick your
0.31%: , you can lick your mouth
0.23%: , could you come lick me
0.23%:  check
0.35%:  check out my lips
0.23%: , quick
0.23%: , use your hand to make
0.23%: , let me lick your mouth cause
0.23%: , maybe you could come lick me
0.23%: , could you maybe put some more
0.23%: , can you lick my mouth to see
0.23%: , come back to my place and your mouth is
0.22%: , check out my brand
0.22%: , maybe you could come pick
0.22%: , you like
0.22%: , could you come help me lick
0.22%: , can you help me to
0.22%: , could you push my
0.22%: , check out my super
0.25%: , check out my super cool
0.22%: , you mouth
0.22%: , maybe you could help me too
0.22%:  you suck
0.22%: , could you come back to
2.79%: , could you come back to my house later
0.41%: , could you come back to my house real
0.37%: , could you come back to my mouth
0.39%: , could you come back to my mouth real
0.37%: , could you come back to mine
0.22%: , use your hand to lick
0.22%: , could you lick my mouth a
0.22%: , use your mouth to block
0.22%: , can you come help me look at
0.22%: , you smell
0.38%: , you smell like blood
0.24%: , you smell like you
0.22%: , come quick
0.22%: , use your mouth to call me
0.33%: , use your mouth to call me back
0.22%: , it looks
0.22%: , you can keep
0.24%: , you can keep your
0.80%: , you can keep your mouth
0.22%: , can you lick my mouth out
0.22%:  come
0.32%:  come back
2.53%:  come back to my place,
2.38%:  come back to my place, you
1.35%:  come back to my house
1.34%:  come back to my place and you
0.63%:  come back to my place later
0.56%:  come back to my place so
0.52%:  come back to my house,
0.49%:  come back to my house later
0.43%:  come back to my place later,
0.44%:  come back to my place later, you
0.41%:  come back to my place, and
0.82%:  come back to my place, and you
0.37%:  come back to my place real
0.35%:  come back to my place and let
0.29%:  come back to my house later,
0.28%:  come back to my mouth
0.25%:  come back to my house, you
0.22%: , come back to my mouth and you
0.21%:  check your
0.21%: , maybe you could call me later
0.21%: , let me suck on your mouth all
0.21%: , maybe you could let
0.42%: , maybe you could let me lick
0.28%: , maybe you could let me suck
0.21%: , you can lick my mouth to
0.21%: , let me suck your mouth open
0.21%: , you could be my
0.21%: , could you smell
0.79%: , could you smell my mouth
0.94%: , could you smell my mouth real
0.21%: , use your thumb to pick my
0.21%: , your mouth must
0.21%: , could you make the
0.21%: , could you tell me the
0.21%: , let me lick your body
0.21%:  come back to my mouth real
0.21%: , could you let
0.32%: , could you let me lick
0.24%: , could you let me lick you
0.23%: , could you let me suck
0.21%: , could you help me lick some
0.21%: , could you maybe tell
0.21%: , you okay
0.21%: , maybe you could put a
0.21%: , come on
0.21%: , look at my mouth and
0.21%: , use your mouth and
0.21%: , could you come here quick
0.21%: , come back to my place you
0.21%: , could you let me look
0.21%: , can you keep
0.28%: , can you keep your
1.75%: , can you keep your mouth
0.60%: , can you keep your mouth still
0.21%: , you can tell
0.21%: , you could lick me
0.21%: , could you come lick me real
0.21%: , are you coming to my
0.21%: , do you like my
0.25%: , do you like my mouth
0.21%: , maybe you could help me out later
0.20%: , come back to my place and tell
0.68%: , come back to my place and tell me your
0.38%: , come back to my place and tell me you
0.20%: , you use
0.20%: , maybe you could help me suck all
0.20%:  come back to my place so you
0.20%:  you can
0.25%:  you can lick
1.24%:  you can lick my mouth
0.36%:  you can lick my mouth too
0.24%:  you can lick my mouth,
0.20%: , you can lick the
0.48%: , you can lick the blood
0.26%: , you can lick the blood out
0.20%: , could you touch my neck
0.24%: , could you touch my neck real
0.20%: , use your mouth to clean blood
0.20%:  come back to my house and you
0.20%: , could you maybe lick me
0.20%: , can you help me out quick
0.20%: , could you help me make out
0.20%: , could you let me check
0.70%: , could you let me check your
0.24%: , could you let me check my pulse
0.20%: , maybe you can
0.36%: , maybe you can lick
0.20%: , could you put a
0.20%: , maybe you could push
0.20%: , could you pull me
0.20%: , your mouth is made out
0.20%: , could you keep that
0.20%: , can you pull my
0.20%: , could you pull some
0.20%: , could you help me make a
0.20%: , could you help me buy
0.38%: , could you help me buy some more
0.20%:  come back to my place, let
0.20%: , maybe you could help me clean it
0.34%: , maybe you could help me clean it out
0.20%: , let me touch your body
0.20%: , can you hear
0.20%: , could you help me make some
0.20%: , check out my cool
0.20%: , come back real
0.20%: , could you maybe come
0.20%: , could you help me back into
0.34%: , could you help me back into my car
0.20%: , could you maybe lick the
0.20%: , could you help me lick my arm
0.19%: , let me suck on your mouth a
0.19%: , you sure that
0.19%:  you sure do
0.19%: , could you roll
0.20%: , could you roll me
0.19%: , could you make me a cup
0.19%: , can you check out my blood
0.19%: , check your email
0.19%: , maybe you could let me touch
0.19%: , you can lick my mouth but
0.19%: , can you check out my lips
0.19%: , are you coming back to my place to see
0.19%: , you could use that
0.19%: , could you be my
0.19%: , could you help me take a
0.19%: , can you smell my
0.57%: , can you smell my mouth
0.19%: , could you make my mouth not
0.19%: , could you help me roll my
0.19%:  you can lick me
0.19%: , could you make me some lunch
0.19%:  you could be
0.19%: , maybe you could lick me some
0.19%: , come back to my place soon
0.19%:  you can lick my mouth too,
0.19%: , use your hand to pull back
0.19%: , is there blood coming up my
0.19%:  look
0.68%:  look at my mouth
0.35%:  look at my mouth,
0.19%: , are you coming back to my house to
0.19%: , you look real nice
0.19%: , maybe you can help
0.64%: , maybe you can help me out
0.40%: , maybe you can help me lick
0.21%: , maybe you can help me look
0.21%: , maybe you can help me suck
0.32%: , maybe you can help me suck out
0.19%: , maybe you could help me clear
0.38%: , maybe you could help me clear out
0.19%: , can you help me cut
0.19%: , your mouth is a
0.19%:  you can lick my mouth real
0.19%: , could you lick my mouth once
0.19%: , can you lick my blood
0.19%: , come back to my place some
0.19%: , maybe you could help lick
0.19%: , could you tell me your
0.19%: , could you maybe turn
0.19%: , you sure do
0.19%: , could you turn me
0.18%: , put
1.58%: , put your mouth
0.69%: , put your mouth all
0.42%: , put your mouth on me
0.26%: , put your hand
0.18%: , you could help me lick
0.18%: , use your mouth to lap
0.18%: , can you smell blood
0.35%: , can you smell blood coming
0.18%: , could you come to
0.18%: , can you make sure
0.18%: , maybe you could pick some
0.18%: , damn
0.18%: , could you help me lick your
0.18%:  your lips look
0.18%: , could you help me to my
0.25%: , could you help me to my car
0.18%: , could you check out my oral
0.18%:  you could lick
0.47%:  you could lick my mouth
0.24%:  you could lick my mouth real
0.18%: , can you come lick my blood
0.18%: , you can check out my lips
0.18%: , could you come help me look
0.18%: , make
0.38%: , make sure to
0.24%: , make sure you tell
0.22%: , make sure you don
0.18%: , could you close the
0.18%: , could you take your
0.18%: , can you look at my mouth real close
0.18%: , could you maybe call
0.18%: , check out your lips
0.18%: , you can use your teeth
0.18%: , maybe you could pick me
0.18%: , can you stick
0.63%: , can you stick your mouth
0.20%: , can you stick your thumb
0.20%: , can you stick your head
0.27%: , can you stick your head out
0.18%: , is your mouth okay
0.17%: , you could be the
0.17%: , maybe you could suck on me
0.17%: , maybe you could let me look
0.17%: , that makes
0.18%: , that makes your
0.17%: , your teeth
0.17%: , check out my lips real
0.17%: , can you tell me more
0.17%: , don
0.17%: , can you come lick my mouth out
0.17%:  you are
0.17%: , could you make my lips touch
0.17%: , you think you could call
0.17%: , use your mouth and lick
0.17%: , use your thumb to make my
0.17%: , use your thumb to open
0.17%: , can you tell me your
0.72%: , can you tell me your blood
0.17%: , could you maybe keep
0.17%: , this
0.17%: , use your mouth to pick all
0.17%: , could you make some more
0.17%: , are you still
0.17%: , you may
0.17%: , can you hold
0.17%: , could you let me use
0.17%: , could you make it
0.17%: , could you help me call
0.17%: , you could call me a
0.17%: , are you coming back to the
0.17%: , maybe you could help me lick out some
0.17%: , could you maybe help me look at
0.17%: , maybe you could lick up
0.26%: , maybe you could lick up some
0.17%: , you can come
0.26%: , you can come lick
1.40%: , you can come lick my mouth
0.80%: , you can come lick my mouth later
0.40%: , you can come lick my mouth too
0.26%: , you can come back
0.83%: , you can come back to my house later
0.45%: , you can come back to my mouth
0.22%: , you can come lick my mouth real
0.17%: , you could tell
0.30%: , you could tell me about
0.17%: , could you make some room
0.17%: , can you make your
1.27%: , can you make your mouth
0.22%: , can you make your mouth close
0.17%: , use your hand to pull me
0.42%: , use your hand to pull me back
0.17%: , is your mouth empty
0.17%: , let me lick your mouth and maybe
0.17%: , maybe you could help me use
0.17%: , your mouth could
0.17%: , come back to my place and let us
0.17%: , look at the
0.17%: , could you come pick
0.17%: , could you maybe help me out a
0.17%: , is your mouth cold
0.17%: , could you look at the
0.17%: , can you help me roll
0.17%: , tell
0.44%: , tell me about
0.37%: , tell me about your day
0.17%: , tell me you
0.17%: , can you come lick me real
0.17%: , could you suck the
0.17%: , could you lick that
0.17%: , maybe you could make out
0.16%: , maybe you could suck me
0.16%: , you can check your
0.16%: , maybe you could help me learn
0.40%: , maybe you could help me learn to talk
0.21%: , maybe you could help me learn to suck
0.19%: , maybe you could help me learn to lick
0.16%: , you can touch
0.16%: , could you call me back in
0.16%: , maybe you could teach
0.16%: , could you touch my back
0.31%: , could you touch my back real
0.16%: , you can check my blood
0.16%: , your mouth keeps
0.16%: , use your thumb to lick
0.16%: , can you tell me about my
0.16%: , can you touch my back
0.16%: , let me lick you real
0.16%: , tell me your
0.36%: , tell me your mouth
0.16%: , could you close my
1.74%: , could you close my mouth real
0.16%: , come back to my place or
0.16%: , do you like that
0.16%: , could you check my pulse on
0.16%: , your mouth is coming
0.16%: , could you come lick my mouth so
0.16%: , could you lick some
0.16%: , can you stop
0.16%: , are you coming back to my place to do
0.16%: , can you make my
0.76%: , can you make my mouth
0.67%: , can you make my mouth stop
0.16%: , could you check your lips
0.16%: , maybe you could help me cool
0.16%: , can you help me out by
0.16%: , you could make me
0.16%: , come back to my house and pull
0.16%: , come back to my house and pull out
0.16%: , tell me about your lips
0.16%: , let me lick your mouth once
0.16%: , come back to my house and let me pour
0.16%: , could you call my
0.23%: , could you call my mom
0.16%: , maybe you could make me
0.16%: , can you help me take my
0.20%: , can you help me take my blood
0.16%: , come back to my place and there
0.21%: , come back to my place and there you
0.16%: , maybe you could touch me
0.16%: , use your mouth to block my
0.16%: , my mouth is a
0.16%: , could you help me count my ribs
0.16%: , could you suck that
0.16%: , maybe you could clean
0.20%: , maybe you could clean up
0.16%: , could you check my pulse rate
0.16%: , put your mouth back
0.16%: , come check out my blood
0.16%: , let me check your blood count
0.16%: , you suck my
0.28%: , you suck my mouth
0.16%: , maybe you could help me out on
0.16%: , you could put
0.16%: , maybe you could come lick the
0.16%: , can you make me
0.16%: , could you make a
0.15%: , you can check my pulse to
0.15%: , maybe you could lick me on
0.15%:  you make my
1.26%:  you make my mouth
0.26%:  you make my mouth all
0.15%: , let me lick your mucus
0.15%: , could you clean
0.89%: , could you clean my mouth real
0.15%: , could you clean up
0.15%: , the back
0.15%: , is there blood coming up out
0.15%: , can you help me back to my car
0.15%: , can you come lick the blood coming
0.15%: , could you help me out a bit
0.15%: , could you come help me look at
0.15%: , could you lick my mouth some
0.15%: , you can check your pulse
0.15%: , could you lick my mouth to clean me
0.15%: , can you use
0.15%: , you look real cute today
0.15%: , use your hand to pull me back to
0.15%: , check my pulse real
0.15%: , look out
0.15%: , could you lick my mouth all
0.15%: , can you help me look at my blood
0.15%: , maybe you could help me talk to
0.15%: , could you help me suck on
0.15%: , check out my tons
0.15%: , do you think about
0.15%: , maybe you could make sure
0.15%: , could you tell me about some
0.15%: , could you put me
0.35%: , could you put me back
0.15%:  you could lick my mouth clean
0.15%: , could you touch me
0.15%: , your lips make
0.15%: , you can lick me too
0.15%:  you could lick me
0.15%: , are you coming back to my place once
0.15%: , could you come lick the
0.15%: , could you maybe make sure
0.15%: , come to
1.29%: , come to my mouth
0.90%: , come to my place
0.74%: , come to my mouth real
28.82%: , come to my mouth real quick and
10.09%: , come to my mouth real quick and you
7.14%: , come to my mouth real quick and use
2.30%: , come to my mouth real quick cause
2.05%: , come to my mouth real quick so
1.57%: , come to my mouth real quick and pull
0.82%: , come to my mouth real quick and place
0.80%: , come to my mouth real quick and close
0.73%: , come to my mouth real quick and see
0.72%: , come to my mouth quick
0.65%: , come to my mouth and lick
0.41%: , come to my house later
0.37%: , come to my mouth quick and
0.25%: , come to my place later
0.24%: , come to my mouth quick cause
0.21%: , come to my mouth and you
0.21%: , come to my mouth and suck
