would still like to hear about the sex, however!
        83 0* 1.05574% (96.672%) ( 89%)  stole                                                                                                                        -------aabdeeehhiikllloorstttuuwx,!
        84 0* 2.04848% (96.678%) ( 64%)  stole this                                                                                                                   -------aabdeeehikllloorttuuwx,!
        85 0* 1.05329% (96.696%) ( 93%)  do                                                                                                                           -------aabeeeehhiiklllloorssttttuuwx,!
        86 0* 1.05111% (96.859%) ( 23%)  heard that!                                                                                                                  -------beeeiikllllooossttuuwx,
        87 0* 1.04501% (96.876%) ( 76%)  had to write                                                                                                                 -------abeeehiklllloossttuux,!
        88 0* 1.03704% (96.877%) ( 63%)  bet he                                                                                                                       -------aadeehiikllllooorsstttuuwx,!
        89 0* 1.03688% (96.938%) ( 82%)  wrote it                                                                                                                     -------aabdeeehhiklllloossttuux,!
        90 0* 1.02596% (96.954%) ( 49%)  used the                                                                                                                     -------aabeehiikllllooorstttuwx,!
        91 0* 1.02146% (96.992%) ( 69%)  used to like this                                                                                                            -------aabeehllloorttuwx,!
        92 0* 1.00912% (96.993%) ( 20%)  stole this idea                                                                                                              -------abeehkllloorttuuwx,!
        93 0* 0.97302% (96.997%) ( 72%)  would also like to be                                                                                                        -------aeehhilrstttux,!
        94 0* 0.97001% (96.997%) ( 82%)  lied                                                                                                                         -------aabeeehhiklllooorssttttuuwx,!
        95 0* 0.95484% (97.036%) ( 61%)  wrote the                                                                                                                    -------aabdeehiiklllloossttuux,!
        96 0* 0.95241% (97.052%) ( 53%)  hate break                                                                                                                   -------deehiillllooosstttuuwx,!
        97 0* 0.94661% (97.065%) ( 85%)  still like                                                                                                                   -------aabdeeehhlooorstttuuwx,!
        98 0* 0.93618% (97.072%) ( 59%)  used to be this                                                                                                              -------aaeehiklllloorttuwx,!
        99 0* 0.91791% (97.075%) ( 74%)  write                                                                                                                        -------aabdeeehhikllllooosstttuux,!
       100 0* 1.35062% (97.099%) ( 48%)  write this                                                                                                                   -------aabdeeehkllllooosttuux,!
       101 0* 0.89501% (97.114%) ( 41%)  stole that                                                                                                                   -------abdeeehiikllloorstuuwx,!
       102 0* 0.87892% (97.126%) ( 66%)  swear,                                                                                                                       -------abdeeehhiikllllooosttttuux!
       103 0* 0.87832% (97.158%) ( 89%)  break                                                                                                                        -------adeeehhiillllooossttttuuwx,!
       104 0* 0.87543% (97.202%) ( 88%)  lied about                                                                                                                   -------aeeehhikllloorsstttuwx,!
       105 0* 0.85377% (97.204%) ( 87%)  also like                                                                                                                    -------abdeeehhilloorsttttuuwx,!
       106 0* 0.82971% (97.209%) ( 92%)  also like to                                                                                                                 -------abdeeehhillorstttuuwx,!
       107 0* 0.80936% (97.212%) ( 93%)  took                                                                                                                         -------aabdeeeehhiillllorsstttuuwx,!
       108 0* 0.95362% (97.230%) ( 89%)  took the                                                                                                                     -------aabdeeehiillllorssttuuwx,!
       109 0* 0.77401% (97.247%) ( 91%)  looked                                                                                                                       -------aabeeehhiilllorssttttuuwx,!
       110 0* 0.76490% (97.262%) ( 31%)  should start                                                                                                                 -------abeeeehiikllloottuwx,!
       111 0* 0.75980% (97.267%) ( 66%)  said it!                                                                                                                     -------abeeeehhkllllooorstttuuwx,
       112 0* 0.75750% (97.288%) ( 12%)  had to write that                                                                                                            -------beeeiklllloossuux,!
       113 0* 0.75749% (97.290%) ( 75%)  would like to start                                                                                                          -------abeeehhillostux,!
       114 0* 0.74760% (97.291%) ( 93%)  would still                                                                                                                  -------aabeeeehhikloorstttux,!
       115 0* 1.20929% (97.293%) ( 90%)  would still like                                                                                                             -------aabeeehhoorstttux,!
       116 0* 2.11421% (97.293%) ( 92%)  would still like to                                                                                                          -------aabeeehhorsttux,!
       117 0* 1.33705% (97.293%) ( 86%)  would still like to be                                                                                                       -------aaeehhorsttux,!
       118 0* 0.73712% (97.293%) ( 67%)  should write a                                                                                                               -------abeeehikllloostttux,!
       119 0* 0.73388% (97.295%) ( 19%)  like this better                                                                                                             -------aadehlllooostuuwx,!
       120 0* 0.72350% (97.296%) ( 50%)  tried to tell                                                                                                                -------aabeehhiklloosstuuwx,!
       121 0* 0.71571% (97.300%) ( 35%)  lied about that                                                                                                              -------eeehikllloorsstuwx,!
       122 0* 0.71308% (97.301%) ( 80%)  would also like to let                                                                                                       -------abeehhirsttux,!
       123 0* 0.70122% (97.301%) ( 31%)  hear that!                                                                                                                   -------bdeeeiikllllooossttuuwx,
       124 0* 0.69920% (97.316%) ( 73%)  sure would                                                                                                                   -------aabeeehhiikllloosttttx,!
       125 0* 0.89858% (97.318%) ( 62%)  sure would be                                                                                                                -------aaeehhiikllloosttttx,!
       126 0* 0.92071% (97.319%) ( 63%)  sure would be!                                                                                                               -------aaeehhiikllloosttttx,
       127 0* 0.69338% (97.322%) ( 29%)  bet there                                                                                                                    -------aadehiikllllooossttuuwx,!
       128 0* 0.68828% (97.345%) ( 85%)  tried,                                                                                                                       -------aabeeehhikllllooosstttuuwx!
       129 0* 1.56841% (97.354%) ( 85%)  tried, but                                                                                                                   -------aaeeehhikllllooossttuwx!
       130 0* 0.68643% (97.363%) ( 72%)  like the                                                                                                                     -------aabdeehilllooorsstttuuwx,!
       131 0* 0.66683% (97.378%) ( 38%)  would also like to use                                                                                                       -------abeehhilrtttx,!
       132 0* 0.66618% (97.379%) ( 67%)  wrote this to                                                                                                                -------aabdeeehikllllostuux,!
       133 0* 0.66140% (97.381%) ( 57%)  would like to state                                                                                                          -------abeehhillorstux,!
       134 0* 0.65767% (97.381%) ( 69%)  lied about the                                                                                                               -------aeehikllloorssttuwx,!
       135 0* 0.60928% (97.383%) ( 55%)  better                                                                                                                       -------aadeehhiikllllooossttuuwx,!
       136 0* 0.60756% (97.414%) ( 71%)  would like to use                                                                                                            -------aabeehhillorstttx,!
       137 0* 3.01477% (97.414%) ( 72%)  would like to use this                                                                                                       -------aabeehllorttx,!
       138 0* 0.60357% (97.415%) ( 93%) , however                                                                                                                     aabdeeeehhiikllllooorssttttuuwx!
       139 0* 0.58861% (97.422%) ( 71%)  would like to hear                                                                                                           -------abeehillosstttux,!
       140 0* 0.58647% (97.422%) ( 20%)  like this better!                                                                                                            -------aadehlllooostuuwx,
       141 0* 0.58134% (97.423%) ( 81%)  doubt this                                                                                                                   -------aaeeeehiklllloorsttuwx,!
       142 0* 0.57586% (97.427%) ( 30%)  bet that                                                                                                                     -------adeeehiikllllooorsstuuwx,!
       143 0* 0.57519% (97.456%) ( 30%)  had to write this                                                                                                            -------abeeeklllloostuux,!
       144 0* 0.56224% (97.457%) ( 84%)  would take                                                                                                                   -------abeeehhiillloorsstttux,!
       145 0* 0.82636% (97.459%) ( 81%)  would take this                                                                                                              -------abeeehillloorsttux,!
       146 0* 0.52989% (97.460%) ( 86%)  like how                                                                                                                     -------aabdeeehillloorssttttuux,!
       147 0* 0.52742% (97.467%) ( 31%)  heard this                                                                                                                   -------abeeeikllllooostttuuwx,!
       148 0* 0.51773% (97.476%) ( 79%)  read                                                                                                                         -------abeeehhiikllllooossttttuuwx,!
       149 0* 0.51317% (97.491%) ( 43%)  was about                                                                                                                    -------deeeehhiiklllloorstttux,!
       150 0* 0.82228% (97.491%) ( 21%)  was about to                                                                                                                 -------deeeehhiikllllorsttux,!
       151 0* 0.49229% (97.504%) ( 77%)  should talk                                                                                                                  -------abeeeehiilloorstttuwx,!
       152 0* 0.49103% (97.505%) ( 83%) , uh                                                                                                                          -------aabdeeeehiikllllooorssttttuwx!
       153 0* 0.48354% (97.574%) ( 25%)  said this                                                                                                                    -------abeeeehkllllooortttuuwx,!
       154 0* 0.47411% (97.588%) ( 79%)  wrote this all                                                                                                               -------abdeeehiklloosttuux,!
       155 0* 0.46702% (97.589%) ( 57%)  tried, but it                                                                                                                -------aaeeehhkllllooosstuwx!
       156 0* 0.46414% (97.591%) ( 81%)  would like this                                                                                                              -------aabeeehlloorstttux,!
       157 0* 0.46406% (97.592%) ( 77%)  swear to                                                                                                                     -------abdeeehhiiklllloostttuux,!
       158 0* 0.45999% (97.603%) ( 65%)  liked this                                                                                                                   -------aabeeehlllooorstttuuwx,!
       159 0* 0.45698% (97.607%) ( 71%)  would like it                                                                                                                -------aabeeehhlloorsstttux,!
       160 0* 0.45430% (97.609%) ( 53%)  read this                                                                                                                    -------abeeehikllllooostttuuwx,!
       161 0* 0.45091% (97.617%) ( 85%)  took this                                                                                                                    -------aabdeeeehillllorsttuuwx,!
       162 0* 0.45033% (97.622%) ( 57%)  hate to tell                                                                                                                 -------abdeehiiklloorsstuuwx,!
       163 0* 0.44895% (97.626%) ( 86%)  lied!                                                                                                                        -------aabeeehhiklllooorssttttuuwx,
       164 0* 0.44739% (97.650%) ( 44%)  had a                                                                                                                        -------beeeehiikllllooorssttttuuwx,!
       165 0* 0.44493% (97.715%) ( 42%)  used to be the                                                                                                               -------aaehiiklllloorsttuwx,!
       166 0* 0.44227% (97.717%) ( 24%)  used to be that                                                                                                              -------aeehiiklllloorstuwx,!
       167 0* 0.44092% (97.720%) ( 88%)  will take                                                                                                                    -------abdeeehhillooorsstttuux,!
       168 0* 0.43453% (97.723%) ( 78%)  would also like it                                                                                                           -------abeeehhlorstttux,!
       169 0* 0.43426% (97.723%) ( 52%)  bet the                                                                                                                      -------aadeehiikllllooorssttuuwx,!
       170 0* 0.43374% (97.746%) ( 40%)  hate this break                                                                                                              -------deeillllooosttuuwx,!
       171 0* 0.43107% (97.747%) ( 65%)  would like to be the                                                                                                         -------aaehillorssttux,!
       172 0* 0.42815% (97.747%) ( 69%)  threw                                                                                                                        -------aabdeeehiikllllooosstttuux,!
       173 0* 0.50585% (97.761%) ( 44%)  threw this                                                                                                                   -------aabdeeeikllllooosttuux,!
       174 0* 0.42676% (97.769%) ( 58%)  should still                                                                                                                 -------aabeeeehikloortttuwx,!
       175 0* 0.42651% (97.770%) ( 62%)  sure would like                                                                                                              -------aabeehhilloosttttx,!
       176 0* 0.99907% (97.770%) ( 68%)  sure would like to                                                                                                           -------aabeehhillostttx,!
       177 0* 0.42560% (97.771%) ( 70%)  would like a                                                                                                                 -------abeeehhilloorssttttux,!
       178 0* 0.42536% (97.774%) ( 38%)  would like to hear about                                                                                                     -------eehillssttx,!
       179 0* 0.45029% (97.774%) ( 50%)  would like to hear about this                                                                                                -------eellstx,!
       180 0* 0.41791% (97.774%) ( 94%) , too                                                                                                                         -------aabdeeeehhiikllllorsstttuuwx!
       181 0* 0.41628% (97.805%) ( 79%)  tried!                                                                                                                       -------aabeeehhikllllooosstttuuwx,
       182 0* 0.41185% (97.821%) ( 55%)  swear!                                                                                                                       -------abdeeehhiikllllooosttttuux,
       183 0* 0.40713% (97.843%) ( 71%)  would hate                                                                                                                   -------abeeehiikllloorsstttux,!
       184 0* 0.70795% (97.844%) ( 79%)  would hate to                                                                                                                -------abeeehiiklllorssttux,!
       185 0* 0.93830% (97.845%) ( 71%)  would hate to be                                                                                                             -------aeehiiklllorssttux,!
       186 0* 0.71102% (97.846%) ( 49%)  would hate to be this                                                                                                        -------aeeiklllorstux,!
       187 0* 0.41126% (97.846%) ( 31%)  would hate to be the                                                                                                         -------aeiiklllorsstux,!
       188 0* 0.40614% (97.846%) ( 55%)  took the words                                                                                                               -------aabeeehiillllsttuux,!
       189 0* 0.40419% (97.848%) ( 79%)  like that!                                                                                                                   -------abdeeehilllooorssttuuwx,
       190 0* 0.40290% (97.851%) ( 91%)  would tell                                                                                                                   -------aabeeehhiikloorsstttux,!
       191 0* 0.39778% (97.854%) ( 68%)  liked the                                                                                                                    -------aabeehilllooorsstttuuwx,!
       192 0* 0.39696% (97.860%) ( 14%)  hate to break the                                                                                                            -------deiilllloosstuuwx,!
       193 0* 0.39303% (97.861%) ( 49%)  wrote the last                                                                                                               -------abdeehiikllloostuux,!
       194 0* 0.39259% (97.863%) (  8%)  hate that                                                                                                                    -------bdeeeiikllllooorsstuuwx,!
       195 0* 0.38854% (97.883%) ( 68%)  saw                                                                                                                          -------abdeeeehhiikllllooorsttttuux,!
       196 0* 0.38769% (97.922%) ( 83%) , the                                                                                                                         -------aabdeeehiikllllooorsstttuuwx!
       197 0* 0.38580% (97.952%) ( 54%)  used this                                                                                                                    -------aabeeehikllllooortttuwx,!
       198 0* 0.38495% (97.960%) ( 47%)  lied about the whole                                                                                                         -------aeikllorssttux,!
       199 0* 0.38395% (97.960%) ( 70%)  had to look                                                                                                                  -------abeeeehiilllrsstttuuwx,!
       200 0* 0.38313% (97.964%) ( 63%)  used to be like                                                                                                              -------aaehhillloorstttuwx,!
       201 0* 0.98310% (97.964%) ( 44%)  used to be like this                                                                                                         -------aaehllloorttuwx,!
       202 0* 0.62669% (97.964%) ( 57%)  used to be like this,                                                                                                        -------aaehllloorttuwx!
       203 0* 0.38143% (97.965%) ( 46%)  wrote this last                                                                                                              -------abdeeehiklllootuux,!
       204 0* 0.37739% (97.965%) ( 76%)  bet it                                                                                                                       -------aadeeehhikllllooorssttuuwx,!
       205 0* 0.37597% (97.983%) ( 69%)  will take this                                                                                                               -------abdeeehllooorsttuux,!
       206 0* 0.37401% (97.984%) ( 72%)  would like to be that                                                                                                        -------aeehillorsstux,!
       207 0* 0.37392% (97.984%) ( 62%)  see                                                                                                                          -------aabdeehhiikllllooorsttttuuwx,!
       208 0* 0.37333% (98.026%) ( 16%)  wish this                                                                                                                    -------aabdeeeekllllooortttuux,!
       209 0* 0.36862% (98.044%) ( 56%)  would like to see that                                                                                                       -------abehillorstux,!
       210 0* 0.36851% (98.044%) ( 80%) , the author                                                                                                                  -------abdeeeiiklllloossttuwx!
       211 0* 0.36771% (98.046%) ( 13%)  like that better                                                                                                             -------adehilllooossuuwx,!
       212 0* 0.36379% (98.047%) ( 30%)  heard that,                                                                                                                  -------beeeiikllllooossttuuwx!
       213 0* 0.36122% (98.052%) ( 75%)  like it                                                                                                                      -------aabdeeehhlllooorsstttuuwx,!
       214 0* 0.50846% (98.057%) ( 20%)  like it better                                                                                                               -------aadehhlllooosstuuwx,!
       215 0* 0.36079% (98.061%) ( 78%)  would be too,                                                                                                                -------aaeeehhiiklllrsstttux!
       216 0* 0.35755% (98.062%) ( 65%)  would still like to see                                                                                                      -------aabehhorttux,!
       217 0* 0.35654% (98.062%) ( 77%)  would like to be this                                                                                                        -------aaeehllorsttux,!
       218 0* 0.35188% (98.062%) ( 35%)  used to be like that                                                                                                         -------aehillloorstuwx,!
       219 0* 0.34842% (98.062%) ( 81%)  wrote a                                                                                                                      -------abdeeehhiiklllloosstttuux,!
       220 0* 0.34757% (98.073%) ( 38%)  wish the                                                                                                                     -------aabdeeeikllllooorstttuux,!
       221 0* 0.99509% (98.080%) ( 24%)  wish the best                                                                                                                -------aadeeikllllooorttuux,!
       222 0* 0.34539% (98.089%) ( 48%)  should write that!                                                                                                           -------abeeeikllloostux,
       223 0* 0.34485% (98.089%) ( 67%)  hate it                                                                                                                      -------abdeeehikllllooorssttuuwx,!
       224 0* 0.34461% (98.102%) ( 76%)  will still                                                                                                                   -------aabdeeeehhkooorstttuux,!
       225 0* 0.34311% (98.104%) ( 52%)  should write the                                                                                                             -------aabeeikllloosttux,!
       226 0* 0.34278% (98.105%) ( 58%)  should use                                                                                                                   -------aabeeehiikllloorttttwx,!
       227 0* 0.34171% (98.108%) ( 30%)  write this as                                                                                                                -------abdeeehkllllooottuux,!
       228 0* 0.34080% (98.109%) ( 58%)  used to write                                                                                                                -------aabeehhiklllloosttux,!
       229 0* 0.33286% (98.111%) ( 60%)  swear it                                                                                                                     -------abdeeehhikllllooostttuux,!
       230 0* 0.33195% (98.115%) ( 86%)  would like that                                                                                                              -------abeeehilloorssttux,!
       231 0* 0.32543% (98.116%) ( 62%)  wrote that!                                                                                                                  -------abdeeehiiklllloosstuux,
       232 0* 0.32248% (98.118%) ( 62%)  also would                                                                                                                   -------abeeeehhiikllorsttttux,!
       233 0* 1.30448% (98.119%) ( 62%)  also would like                                                                                                              -------abeeehhilorsttttux,!
       234 0* 3.23121% (98.120%) ( 71%)  also would like to                                                                                                           -------abeeehhilrstttux,!
       235 0* 0.32192% (98.121%) ( 92%)  looked it                                                                                                                    -------aabeeehhilllorsstttuuwx,!
       236 0* 0.32047% (98.125%) ( 90%)  will however                                                                                                                 aabdeeeehhikllooorssttttuux,!
       237 0* 0.30849% (98.126%) ( 31%)  also heard                                                                                                                   -------beeehiikllloosttttuuwx,!
       238 0* 0.30818% (98.131%) ( 85%)  would like to tell                                                                                                           -------aabeehhiorssttux,!
       239 0* 0.30774% (98.131%) ( 88%)  will tell                                                                                                                    -------aabdeeehhikooorsstttuux,!
       240 0* 0.30645% (98.134%) ( 25%)  also would like to state                                                                                                     -------beehhilrtux,!
       241 0* 0.30635% (98.134%) ( 83%)  should talk to                                                                                                               -------abeeeehiillorsttuwx,!
       242 0* 0.30584% (98.135%) ( 43%)  would also like to use the                                                                                                   -------abehilrttx,!
       243 0* 0.30241% (98.135%) ( 16%)  like that better!                                                                                                            -------adehilllooossuuwx,
       244 0* 0.30228% (98.135%) ( 57%)  still hate                                                                                                                   -------abdeeehikllooorsttuuwx,!
       245 0* 0.29959% (98.138%) ( 45%)  lied about that!                                                                                                             -------eeehikllloorsstuwx,
       246 0* 0.29386% (98.138%) ( 88%)  tell                                                                                                                         -------aabdeeehhiikllooorsstttuuwx,!
       247 0* 0.29381% (98.160%) ( 56%)  wish it                                                                                                                      -------aabdeeeehkllllooorstttuux,!
       248 0* 0.29293% (98.174%) ( 87%)  looked at                                                                                                                    -------abeeehhiilllorsstttuuwx,!
       249 0* 0.28866% (98.176%) ( 56%)  would like to use the                                                                                                        -------aabehillorsttx,!
       250 0* 0.28863% (98.176%) ( 48%)  used to be like that,                                                                                                        -------aehillloorstuwx!
